epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.32089999318122864,1.9172580242156982,0.01,0.39559999108314514,1.7166777849197388
1,0.40939998626708984,1.673518419265747,0.01,0.4586000144481659,1.5172127485275269
2,0.44543999433517456,1.5768910646438599,0.01,0.48100000619888306,1.4946054220199585
3,0.47350001335144043,1.510633111000061,0.01,0.5094000101089478,1.3985776901245117
4,0.49083998799324036,1.4671720266342163,0.01,0.5206000208854675,1.3723467588424683
5,0.5052400231361389,1.4297826290130615,0.01,0.5299999713897705,1.3570115566253662
6,0.5170599818229675,1.399512529373169,0.01,0.5404999852180481,1.3447306156158447
7,0.5299999713897705,1.368888258934021,0.01,0.5616999864578247,1.2850013971328735
8,0.5303599834442139,1.358078122138977,0.01,0.5569999814033508,1.2735766172409058
9,0.542900025844574,1.3330304622650146,0.01,0.5766000151634216,1.238906979560852
10,0.5450400114059448,1.3203896284103394,0.01,0.5770000219345093,1.2376755475997925
11,0.5547999739646912,1.29263436794281,0.01,0.5633000135421753,1.292903184890747
12,0.5602399706840515,1.2819105386734009,0.01,0.5885000228881836,1.2196526527404785
13,0.5660200119018555,1.264400601387024,0.01,0.5978000164031982,1.2080351114273071
14,0.5714200139045715,1.2498382329940796,0.01,0.5956000089645386,1.208922028541565
15,0.5737800002098083,1.2442141771316528,0.01,0.6001999974250793,1.1758631467819214
16,0.5812600255012512,1.228528380393982,0.01,0.6157000064849854,1.1502256393432617
17,0.5855399966239929,1.215868592262268,0.01,0.612500011920929,1.1635240316390991
18,0.5868800282478333,1.2035982608795166,0.01,0.611299991607666,1.155240535736084
19,0.591920018196106,1.200384497642517,0.01,0.6147000193595886,1.1486979722976685
20,0.5953199863433838,1.1882578134536743,0.01,0.6136999726295471,1.1581124067306519
21,0.5976799726486206,1.1853669881820679,0.01,0.6218000054359436,1.120141863822937
22,0.6021599769592285,1.1685373783111572,0.01,0.6244999766349792,1.1193797588348389
23,0.6031399965286255,1.168025255203247,0.01,0.6233000159263611,1.1261563301086426
24,0.6032400131225586,1.1633261442184448,0.01,0.633400022983551,1.0924502611160278
25,0.6083199977874756,1.1491992473602295,0.01,0.6098999977111816,1.1566271781921387
26,0.6140400171279907,1.1382832527160645,0.01,0.6182000041007996,1.1456934213638306
27,0.6153200268745422,1.136328101158142,0.01,0.6159999966621399,1.1404201984405518
28,0.6168400049209595,1.127650499343872,0.01,0.6323999762535095,1.1022069454193115
29,0.6184200048446655,1.1280436515808105,0.01,0.6446999907493591,1.0757198333740234
30,0.6245599985122681,1.1115938425064087,0.01,0.6351000070571899,1.1005886793136597
31,0.6238600015640259,1.1128637790679932,0.01,0.6190000176429749,1.1438933610916138
32,0.6239200234413147,1.1089544296264648,0.01,0.6355999708175659,1.089697241783142
33,0.6282399892807007,1.0997278690338135,0.01,0.652400016784668,1.0342562198638916
34,0.6305800080299377,1.0966426134109497,0.01,0.6460000276565552,1.0588895082473755
35,0.6316199898719788,1.0912755727767944,0.01,0.63919997215271,1.0983885526657104
36,0.6379600167274475,1.0845038890838623,0.01,0.6607999801635742,1.0210219621658325
37,0.6345800161361694,1.0813907384872437,0.01,0.6482999920845032,1.0643441677093506
38,0.6377599835395813,1.0717159509658813,0.01,0.65420001745224,1.0326809883117676
39,0.6384599804878235,1.074176549911499,0.01,0.6585999727249146,1.0469387769699097
40,0.6427599787712097,1.0656229257583618,0.01,0.6506999731063843,1.0640844106674194
41,0.6403399705886841,1.0636652708053589,0.01,0.6597999930381775,1.0234227180480957
42,0.6421599984169006,1.0583810806274414,0.01,0.6535999774932861,1.048516869544983
43,0.6458600163459778,1.053792119026184,0.01,0.6398000121116638,1.0968949794769287
44,0.6479799747467041,1.0508322715759277,0.01,0.6559000015258789,1.0367330312728882
45,0.6487399935722351,1.046355962753296,0.01,0.6575000286102295,1.0412715673446655
46,0.6480200290679932,1.0457628965377808,0.01,0.6503999829292297,1.057145118713379
47,0.6510999798774719,1.037797451019287,0.01,0.6680999994277954,1.0038152933120728
48,0.65420001745224,1.0315524339675903,0.01,0.6575999855995178,1.0382822751998901
49,0.6544600129127502,1.0304352045059204,0.01,0.6621000170707703,1.0392404794692993
50,0.6542199850082397,1.034598469734192,0.01,0.6578999757766724,1.0473980903625488
51,0.6540200114250183,1.0302386283874512,0.01,0.6633999943733215,1.0114322900772095
52,0.65829998254776,1.0291780233383179,0.01,0.6771000027656555,0.9854409098625183
53,0.6571400165557861,1.0252254009246826,0.01,0.6733999848365784,0.979802131652832
54,0.6592400074005127,1.0164456367492676,0.01,0.666700005531311,1.0004652738571167
55,0.6594200134277344,1.0163599252700806,0.01,0.6729000210762024,0.9972817301750183
56,0.6643800139427185,1.0069665908813477,0.01,0.6478999853134155,1.0716121196746826
57,0.6642600297927856,1.0066266059875488,0.01,0.6632000207901001,1.0145233869552612
58,0.6655799746513367,0.9998524188995361,0.01,0.6331999897956848,1.1557743549346924
59,0.6626999974250793,1.0061599016189575,0.01,0.680899977684021,0.9673975706100464
60,0.6650199890136719,1.0000426769256592,0.01,0.6442999839782715,1.0959383249282837
61,0.6690800189971924,0.9972061514854431,0.01,0.6733999848365784,0.9981449246406555
62,0.671779990196228,0.9942308664321899,0.01,0.6743999719619751,0.9983878135681152
63,0.6682000160217285,0.9938744306564331,0.01,0.6816999912261963,0.968967854976654
64,0.6699399948120117,0.9942852854728699,0.01,0.6715999841690063,1.0099068880081177
65,0.6695799827575684,0.9942559599876404,0.01,0.6776999831199646,0.9892985224723816
66,0.6757400035858154,0.9803160429000854,0.01,0.6776000261306763,0.9923208951950073
67,0.6716200113296509,0.9811270833015442,0.01,0.6815999746322632,0.9692776203155518
68,0.6714199781417847,0.9856356382369995,0.01,0.6879000067710876,0.9633342623710632
69,0.6741399765014648,0.9817931056022644,0.01,0.6894999742507935,0.9478974342346191
