epoch,accuracy,loss,val_accuracy,val_loss
42,0.7651200294494629,0.665229320526123,0.5871999859809875,1.3707574605941772
43,0.7679200172424316,0.6531423926353455,0.5917999744415283,1.365156888961792
44,0.773419976234436,0.6434134840965271,0.5911999940872192,1.395511269569397
45,0.7750200033187866,0.6323932409286499,0.5878999829292297,1.4205098152160645
46,0.7800599932670593,0.6237238049507141,0.5895000100135803,1.4213345050811768
47,0.7825599908828735,0.613827645778656,0.5900999903678894,1.4635180234909058
48,0.7871000170707703,0.5991946458816528,0.588100016117096,1.47291898727417
49,0.789139986038208,0.5914309024810791,0.5867999792098999,1.488479733467102
50,0.7929999828338623,0.5822152495384216,0.5802000164985657,1.5156587362289429
51,0.7974399924278259,0.5704556107521057,0.5781000256538391,1.536163330078125
52,0.7976800203323364,0.5644795894622803,0.5800999999046326,1.555516004562378
53,0.8035200238227844,0.550667941570282,0.5659999847412109,1.6464662551879883
54,0.8040599822998047,0.5467761158943176,0.5773000121116638,1.6050318479537964
55,0.8088200092315674,0.5352810025215149,0.5785999894142151,1.6308422088623047
56,0.8133999705314636,0.5208672285079956,0.5774999856948853,1.6420273780822754
57,0.8151400089263916,0.5130734443664551,0.5820000171661377,1.6318247318267822
58,0.8177800178527832,0.507777750492096,0.5842000246047974,1.669285774230957
59,0.8206200003623962,0.4953845739364624,0.5726000070571899,1.7004398107528687
60,0.8226000070571899,0.48983046412467957,0.5871000289916992,1.6909312009811401
61,0.8238800168037415,0.4848664104938507,0.5813999772071838,1.7343419790267944
62,0.8308600187301636,0.469456285238266,0.5758000016212463,1.788840651512146
63,0.8324999809265137,0.4649529755115509,0.5745999813079834,1.837278962135315
64,0.8370599746704102,0.4540955722332001,0.5705000162124634,1.8052213191986084
65,0.8370400071144104,0.45381659269332886,0.5705000162124634,1.8491019010543823
66,0.8417400121688843,0.43928781151771545,0.5738000273704529,1.89655601978302
67,0.8421400189399719,0.4350597560405731,0.5756999850273132,1.9206854104995728
68,0.8476399779319763,0.4240129590034485,0.5594000220298767,2.012913227081299
69,0.8486199975013733,0.4190279543399811,0.5687999725341797,1.9357777833938599
70,0.8499799966812134,0.4153425693511963,0.5694000124931335,2.030620813369751
71,0.853380024433136,0.4061385691165924,0.5669000148773193,1.9834100008010864
72,0.8561000227928162,0.3984650671482086,0.5766000151634216,2.0351815223693848
73,0.861299991607666,0.3829002380371094,0.5738999843597412,2.05401349067688
74,0.861739993095398,0.3820238411426544,0.5685999989509583,2.137066602706909
75,0.8602399826049805,0.38256776332855225,0.5674999952316284,2.1928577423095703
76,0.8613799810409546,0.37833172082901,0.5645999908447266,2.207094430923462
77,0.8664000034332275,0.36467328667640686,0.5630000233650208,2.230651378631592
78,0.8667399883270264,0.36706459522247314,0.5648999810218811,2.269395112991333
79,0.8708199858665466,0.35638800263404846,0.5666999816894531,2.3291125297546387
80,0.8710200190544128,0.35213690996170044,0.5651999711990356,2.2960739135742188
81,0.8731399774551392,0.3465654253959656,0.5633999705314636,2.3854124546051025
82,0.8736799955368042,0.3476482927799225,0.5580000281333923,2.3854806423187256
83,0.8767399787902832,0.3341500461101532,0.5649999976158142,2.385709285736084
84,0.8793200254440308,0.33164429664611816,0.5694000124931335,2.4141571521759033
85,0.8815000057220459,0.324965238571167,0.5611000061035156,2.5310704708099365
86,0.8796600103378296,0.3291752338409424,0.5622000098228455,2.4997239112854004
87,0.8819000124931335,0.322144478559494,0.5562999844551086,2.511866331100464
88,0.8860800266265869,0.30955782532691956,0.5619000196456909,2.562013626098633
89,0.8856800198554993,0.3118520975112915,0.5613999962806702,2.5662155151367188
90,0.8891400098800659,0.3034665882587433,0.5515999794006348,2.670571804046631
91,0.8891400098800659,0.30216580629348755,0.5640000104904175,2.7643041610717773
92,0.8860200047492981,0.3092986047267914,0.5547999739646912,2.713592052459717
93,0.889519989490509,0.30277350544929504,0.5546000003814697,2.7730274200439453
94,0.8953999876976013,0.2852804362773895,0.559499979019165,2.716125965118408
95,0.8914600014686584,0.29007232189178467,0.5587000250816345,2.7991116046905518
96,0.896399974822998,0.28473803400993347,0.5570999979972839,2.809107780456543
97,0.9006999731063843,0.2722336947917938,0.5586000084877014,2.8900885581970215
98,0.8986799716949463,0.27576744556427,0.5482000112533569,2.917393445968628
99,0.8989800214767456,0.2801433503627777,0.5551000237464905,2.992814064025879
100,0.8979399800300598,0.2802821695804596,0.5564000010490417,2.9781408309936523
101,0.8985599875450134,0.272878497838974,0.5554999709129333,2.939016103744507
102,0.9001200199127197,0.2734086811542511,0.5626999735832214,2.998041868209839
103,0.8990200161933899,0.2740558981895447,0.5497000217437744,3.0093393325805664
104,0.9031000137329102,0.26361188292503357,0.5486000180244446,3.099933624267578
105,0.9041200280189514,0.26414754986763,0.5476999878883362,3.128166913986206
106,0.9082199931144714,0.25220727920532227,0.5507000088691711,3.1892764568328857
107,0.9088000059127808,0.2464142143726349,0.5573999881744385,3.2403433322906494
108,0.9063199758529663,0.25531426072120667,0.5378999710083008,3.432664394378662
109,0.9061999917030334,0.2542390823364258,0.5565000176429749,3.2592477798461914
110,0.906719982624054,0.254787802696228,0.546999990940094,3.325909376144409
111,0.9115800261497498,0.24164435267448425,0.5543000102043152,3.222625970840454
112,0.9127600193023682,0.23914851248264313,0.5490000247955322,3.4019694328308105
113,0.9087799787521362,0.2500958740711212,0.5482000112533569,3.268078327178955
114,0.9157000184059143,0.23327936232089996,0.5450999736785889,3.389165163040161
115,0.9110599756240845,0.2396850734949112,0.5550000071525574,3.4552242755889893
116,0.9112600088119507,0.24247436225414276,0.5497000217437744,3.398390531539917
117,0.9133599996566772,0.2351713627576828,0.5392000079154968,3.4513659477233887
118,0.9169800281524658,0.22681231796741486,0.5604000091552734,3.4487085342407227
119,0.919700026512146,0.22103935480117798,0.5515000224113464,3.455608606338501
120,0.9171000123023987,0.2235313057899475,0.5516999959945679,3.4914472103118896
121,0.9196400046348572,0.219595268368721,0.548799991607666,3.6436188220977783
122,0.9168000221252441,0.22954490780830383,0.5442000031471252,3.6265530586242676
123,0.9117400050163269,0.24203461408615112,0.5609999895095825,3.5930144786834717
124,0.9126399755477905,0.2369551956653595,0.5472999811172485,3.6839749813079834
125,0.9158599972724915,0.2294088900089264,0.5462999939918518,3.6212668418884277
126,0.922980010509491,0.21007998287677765,0.5462999939918518,3.6721160411834717
127,0.9215999841690063,0.21738548576831818,0.5418000221252441,3.750189781188965
128,0.9247199892997742,0.2046223282814026,0.5408999919891357,3.8055925369262695
129,0.9181200265884399,0.2241814285516739,0.5479999780654907,3.637608289718628
130,0.9139400124549866,0.23551955819129944,0.5475999712944031,3.6784987449645996
131,0.9194200038909912,0.2234555333852768,0.5527999997138977,3.736915349960327
132,0.9305800199508667,0.18943189084529877,0.5525000095367432,3.726907730102539
133,0.9263399839401245,0.2016737461090088,0.5472999811172485,3.862391710281372
134,0.9262199997901917,0.20408768951892853,0.5485000014305115,3.7514026165008545
135,0.9280400276184082,0.19705361127853394,0.5472000241279602,3.9503090381622314
136,0.9279000163078308,0.20131053030490875,0.5564000010490417,3.9095680713653564
137,0.9265199899673462,0.2060222029685974,0.5231000185012817,4.167907238006592
138,0.9249600172042847,0.20667146146297455,0.5460000038146973,3.8925817012786865
139,0.933899998664856,0.1822172850370407,0.545199990272522,4.04357385635376
140,0.9297800064086914,0.19399350881576538,0.5497000217437744,4.111197471618652
141,0.9220600128173828,0.21673527359962463,0.5404999852180481,4.052746295928955
142,0.9275199770927429,0.20038112998008728,0.546999990940094,4.059441566467285
143,0.9321399927139282,0.1868942230939865,0.5443000197410583,4.162571907043457
144,0.9237200021743774,0.21313081681728363,0.5468999743461609,4.124372482299805
145,0.9353399872779846,0.1776149421930313,0.5478000044822693,4.243078708648682
146,0.927839994430542,0.20467208325862885,0.5457000136375427,4.123840808868408
147,0.9305199980735779,0.1948724240064621,0.5529000163078308,4.2310943603515625
148,0.9309800267219543,0.1923273503780365,0.5393999814987183,4.208115577697754
149,0.9232400059700012,0.21555082499980927,0.5504000186920166,4.0795769691467285
150,0.9305800199508667,0.191993847489357,0.5522000193595886,4.153628349304199
151,0.936240017414093,0.1772582083940506,0.5515999794006348,4.297234535217285
152,0.9318400025367737,0.18703757226467133,0.5475999712944031,4.218457221984863
153,0.9362599849700928,0.17802628874778748,0.5489000082015991,4.194069862365723
154,0.9336599707603455,0.184027761220932,0.5396999716758728,4.320491790771484
155,0.933459997177124,0.18701103329658508,0.5501999855041504,4.3845038414001465
156,0.9341800212860107,0.186473086476326,0.5507000088691711,4.29263162612915
157,0.9336400032043457,0.18586944043636322,0.548799991607666,4.512007236480713
158,0.9328399896621704,0.18628382682800293,0.5418000221252441,4.505482196807861
159,0.9321200251579285,0.18921349942684174,0.5372999906539917,4.4945197105407715
160,0.9413800239562988,0.1615728884935379,0.5479999780654907,4.476995468139648
161,0.9409800171852112,0.16641712188720703,0.5342000126838684,4.4625654220581055
162,0.9351800084114075,0.18322011828422546,0.5523999929428101,4.510834693908691
163,0.9364200234413147,0.17808158695697784,0.5419999957084656,4.564966201782227
164,0.9301199913024902,0.1991933435201645,0.5408999919891357,4.585714340209961
165,0.9365400075912476,0.18134155869483948,0.5443000197410583,4.533688545227051
166,0.9437999725341797,0.15733778476715088,0.5496000051498413,4.682316780090332
167,0.9459400177001953,0.15361866354942322,0.5523999929428101,4.638078212738037
168,0.9378200173377991,0.18003904819488525,0.5424000024795532,4.71112585067749
169,0.9333199858665466,0.19134005904197693,0.5475999712944031,4.605801582336426
170,0.9294400215148926,0.2038964331150055,0.5376999974250793,4.589517593383789
171,0.9331200122833252,0.18764181435108185,0.5404000282287598,4.596865177154541
172,0.9439399838447571,0.15803952515125275,0.5467000007629395,4.634941101074219
173,0.9469199776649475,0.14997395873069763,0.5486999750137329,4.773268222808838
174,0.9444599747657776,0.15525475144386292,0.5489000082015991,4.842219829559326
175,0.9422199726104736,0.1666526049375534,0.5424000024795532,4.951150417327881
176,0.9361799955368042,0.18310992419719696,0.5407999753952026,4.850950241088867
177,0.9352800250053406,0.1850310117006302,0.5479999780654907,4.834535121917725
178,0.9293000102043152,0.20707443356513977,0.5472999811172485,4.769747734069824
179,0.9384199976921082,0.1749710589647293,0.5443000197410583,4.800069332122803
180,0.9448599815368652,0.15680468082427979,0.544700026512146,4.871174335479736
181,0.9436600208282471,0.1577572226524353,0.5394999980926514,4.880672454833984
182,0.9419000148773193,0.16570982336997986,0.5483999848365784,4.8295135498046875
183,0.9399999976158142,0.17084218561649323,0.5422000288963318,4.959173202514648
184,0.9417399764060974,0.16634464263916016,0.5442000031471252,4.895876407623291
185,0.9370399713516235,0.18059901893138885,0.5360999703407288,4.9882917404174805
186,0.9427800178527832,0.16067534685134888,0.5397999882698059,5.005969524383545
187,0.9367799758911133,0.1811668425798416,0.5443999767303467,4.933271884918213
188,0.9348999857902527,0.19182105362415314,0.5342000126838684,5.147242546081543
189,0.93367999792099,0.19170325994491577,0.5435000061988831,4.879983901977539
190,0.939520001411438,0.17711323499679565,0.5404999852180481,4.837340831756592
191,0.942080020904541,0.16423019766807556,0.5443000197410583,4.945620536804199
192,0.9473000168800354,0.14669716358184814,0.5414999723434448,5.083664894104004
193,0.9437599778175354,0.16152989864349365,0.5450000166893005,5.10172700881958
194,0.9480599761009216,0.1498468667268753,0.5465999841690063,5.248495101928711
195,0.9488000273704529,0.14583761990070343,0.5509999990463257,5.089907646179199
196,0.9427599906921387,0.1694505512714386,0.5443999767303467,5.154625415802002
197,0.9431399703025818,0.16449855268001556,0.5357000231742859,5.27803373336792
198,0.9391000270843506,0.18099047243595123,0.5378000140190125,5.067227840423584
199,0.9444800019264221,0.16029641032218933,0.5547000169754028,5.06774377822876
